m1,m2,m3,m4,laser,target
0,1,1,1,13.65875595,71.70581848
1,1,0,0,16.9982287,81.20670622
0,1,1,1,4.314469809,74.42528218
1,0,0,1,15.07652523,83.29622939
1,0,0,0,17.62710481,102.7218551
0,1,0,0,3.43019646,75.46124246
0,1,1,0,6.936044396,88.72519388
0,0,1,1,19.40203529,102.9907096
1,1,1,1,15.61575692,79.91774439
1,1,1,1,5.651816651,76.512991
0,0,1,1,11.27883539,85.43434937
0,1,0,1,8.086522457,83.18901575
0,1,1,1,9.799303527,85.05845863
0,1,0,0,7.103323828,64.60770185
1,0,0,1,5.586620371,82.61147651
0,1,0,1,13.49526083,74.48075793
0,1,1,1,15.5708363,85.80841841
0,1,1,1,17.47914245,85.83044481
0,0,1,0,3.106599346,85.55873562
1,0,1,0,16.45711047,77.18363889
0,1,1,0,5.09601649,72.46646375
1,0,1,1,8.546727798,76.39739484
0,1,1,1,18.02887372,91.49971976
0,0,1,1,9.09007202,71.8795025
1,0,0,0,3.941270681,62.62977025
0,1,1,1,3.197373105,69.65681408
1,1,0,1,9.459675333,71.83428518
1,1,0,0,15.25344848,86.88635104
0,0,0,0,19.94410288,87.25780874
1,1,0,1,15.74817257,75.1048719
1,0,1,0,17.54023918,81.53474225
1,0,1,1,14.95664722,88.92449433
1,1,0,1,17.90870202,81.29154834
1,0,0,0,1.525870866,65.73634206
1,1,0,1,18.59863198,85.8789932
1,0,1,0,7.928123075,79.42838783
1,1,0,0,18.43228447,84.27691347
0,0,0,1,1.514656749,62.08065011
0,0,1,0,14.30485914,81.52072372
1,1,0,1,14.71377497,88.30257405
0,0,1,1,19.93821779,105.4115691
1,1,1,0,15.37710541,90.33897591
1,0,0,0,7.651474116,70.61282897
0,0,0,0,11.14497103,93.4916954
1,0,0,1,7.331018763,66.15005605
1,1,1,1,3.920372906,62.41152676
1,1,1,1,4.97004655,58.83096307
1,1,1,1,4.440210685,76.8122221
0,1,0,1,10.9763066,86.63536838
1,1,0,1,18.12321269,85.44371143
1,0,0,1,18.25453252,88.50277512
1,0,0,0,1.095275551,75.58099225
0,1,0,1,1.597988019,60.96778563
1,0,0,1,4.902381143,66.37113981
0,0,1,0,5.101189049,66.04109532
0,0,1,1,1.897783505,69.48896493
1,0,1,1,7.769266823,83.00488837
1,1,0,0,11.75450785,74.79720876
0,0,1,1,11.56324401,89.10304852
1,1,1,0,10.86859363,71.04693082
0,1,1,1,6.773438498,59.36110303
0,0,0,1,14.12911371,90.96805079
1,1,0,0,16.52967882,96.94645455
1,0,1,0,6.92548533,80.40657792
0,0,0,1,1.710707186,70.11784576
0,0,0,1,5.926605022,82.57461266
0,1,0,0,2.747373091,71.00313769
0,1,0,1,9.347174545,91.00457076
1,1,1,0,3.118703026,74.20025938
1,0,0,0,9.256895153,90.67391235
1,0,1,0,4.420057846,78.93880811
1,0,1,1,14.77462211,85.46227316
1,1,0,1,0.551364817,73.89163917
0,0,0,1,11.09492608,75.44831807
1,0,0,0,3.389765498,63.17732091
1,1,1,1,0.019837289,69.15039323
1,1,1,0,17.38400176,75.49565361
1,1,1,0,13.43055576,82.15070513
1,0,1,1,1.978856441,79.05473169
0,0,1,1,13.28144735,82.11175572
0,0,1,0,12.23294665,76.36253914
0,1,1,1,9.467133741,72.09660762
1,1,0,0,8.385161969,85.06138566
0,1,1,1,17.74139526,76.80056557
0,1,1,0,4.902960398,83.19416946
1,0,1,1,7.96620114,62.87047325
1,0,1,0,6.582308258,76.36965752
1,0,0,1,15.42402058,91.27843235
0,0,1,0,18.32930612,96.45370592
0,0,1,0,16.99563397,100.2305955
1,0,0,0,15.95407861,95.19363655
1,0,0,0,19.73579891,89.11498474
0,0,1,0,13.94289101,85.44741791
0,1,1,0,15.02107582,83.14265686
1,1,1,1,19.65605079,93.57238604
1,0,1,0,0.139815708,73.64214203
0,1,1,0,12.68096753,90.27797566
1,0,1,1,14.77943064,87.32026735
0,0,0,1,18.35654108,94.54248776
0,1,0,0,17.67688608,95.20370034
0,0,1,1,16.83921362,94.2448135
0,0,1,1,18.91582544,81.13113506
1,0,1,0,10.74758376,70.55269118
1,0,0,0,0.138401912,81.10013875
0,0,1,1,0.221087974,63.36700095
0,0,0,1,10.89278111,87.8803196
0,0,0,1,8.705444777,89.2443983
0,1,1,1,9.024901067,84.69111523
0,1,0,1,8.008094744,63.76521001
1,0,1,1,18.35451618,79.24267156
1,1,0,0,7.183407023,82.14731073
1,0,1,1,17.12453884,94.69943834
1,0,1,0,18.05729588,81.35105855
0,0,0,0,9.9900354,91.29944506
0,0,0,1,8.938760747,79.60842136
0,1,0,0,15.22041208,90.50652539
0,1,1,1,14.15943015,89.21421672
0,1,0,0,6.570702332,73.49255812
1,1,0,1,2.050962518,52.63456274
0,0,1,0,5.297048004,73.28287491
1,1,1,1,2.620570116,63.56178745
1,0,0,0,5.894645516,84.55754274
1,0,0,1,5.236431312,64.06311671
1,1,0,0,12.75422848,83.03133477
0,0,1,0,19.08992057,94.78457126
1,1,1,0,13.71487465,74.81916456
1,1,0,1,18.53298816,90.20411925
1,1,1,1,15.68264517,99.04676474
0,1,0,1,14.55755244,77.03720272
0,1,0,1,8.281238804,83.87240878
0,0,1,1,6.495890057,69.76643664
1,1,0,0,16.92554745,97.80025901
1,1,0,1,18.10786466,81.63610591
0,0,1,1,9.037649873,83.55270905
1,1,0,0,0.181261964,75.59833196
0,1,0,1,15.85062118,81.08148552
0,0,1,1,5.701376809,71.80835269
1,0,0,1,0.1977573,73.88405256
1,1,0,1,16.09977118,84.6403802
1,0,1,1,10.34828378,72.69806692
1,1,1,1,13.70421493,85.70614942
0,0,1,0,18.29379642,90.56914558
0,1,0,1,10.8234766,86.06838415
0,1,1,1,10.06388145,67.01958026
0,1,0,1,5.813242427,61.65678927
0,0,1,0,6.103876689,70.78126881
1,1,0,0,15.93084132,87.5263126
0,0,0,0,8.980584912,92.74083483
0,1,1,0,3.270524172,79.65686874
0,1,0,1,1.89057528,64.92300682
1,1,0,0,9.458402337,89.73642063
1,1,1,1,9.299100472,75.61586718
1,1,0,1,13.06916556,86.52871251
1,0,0,1,9.421349555,77.89768558
0,0,0,0,2.869514083,82.08290551
0,0,1,1,10.1560577,87.92870832
1,1,1,0,18.13578808,92.43458129
1,1,1,1,3.188828232,74.32684931
0,0,1,0,13.79509282,74.39305309
0,1,1,0,11.8771853,86.25114377
1,1,1,1,14.97171453,85.99466988
1,1,1,1,3.012005469,73.14431343
1,0,1,1,18.83210674,81.41009304
1,0,0,0,12.41932856,75.57335609
0,0,0,0,16.94142275,100.4460466
0,0,0,0,4.932135274,71.09640311
0,0,0,1,14.78825779,79.56711335
1,1,1,0,15.62061409,76.00994664
1,1,0,1,7.948705448,64.66975683
0,1,0,0,7.679069058,90.88292246
0,1,0,0,13.1559253,93.99514582
0,0,0,0,1.868153635,72.89841279
0,0,0,1,14.712483,75.93664556
1,1,1,1,0.857735197,58.130831
0,0,1,1,3.811806022,64.70543463
0,1,0,0,13.28287514,84.29986772
0,1,0,0,1.966473342,59.00828089
0,1,0,0,19.43684183,103.1209992
0,1,0,0,17.36792419,102.0742593
0,0,1,1,12.52604665,90.90333673
0,1,0,0,16.38114911,98.27147977
1,0,1,0,17.75160097,101.5836244
1,1,0,1,5.189512991,76.4941853
1,1,1,1,16.98823176,89.35900329
1,1,1,1,3.895875673,64.87853455
0,1,1,0,8.266845283,81.37836915
1,0,0,1,11.16519262,86.17012556
1,1,0,0,14.27781926,80.03817237
0,0,1,1,0.602826354,52.96995157
0,1,0,0,5.810188256,90.59849817
1,1,0,0,12.17038196,69.81012218
1,1,1,0,7.147373583,81.86244742
0,0,0,0,15.50050111,80.4421415
1,1,1,0,13.03304322,89.95717947
0,1,0,0,4.688029074,85.40409604
0,1,0,1,2.918579592,67.17123129
0,1,1,0,12.58093987,91.40158395
0,1,1,0,9.009346554,73.09637565
1,0,1,0,3.379140822,61.40153759
0,0,1,0,6.527484106,72.89701669
0,1,0,1,6.060934966,65.92606424
1,1,0,0,2.162639447,65.84532906
0,0,0,0,10.93818039,84.3340723
1,1,1,1,15.27297268,87.45786321
1,0,0,0,11.50933778,75.76126278
1,1,0,1,16.5258273,68.83914887
0,1,0,0,2.551370944,62.81241031
1,0,1,0,8.712237156,66.16507147
1,1,1,1,12.18830207,71.59631101
0,0,0,1,13.52003122,77.00982817
1,0,0,1,13.91572613,82.075798
1,0,1,0,14.57930854,91.29895854
1,1,1,1,13.02859624,86.17630333
1,0,1,1,1.884561779,57.89959645
1,0,1,0,13.90611355,81.91454033
0,1,0,0,14.49565314,93.74715793
1,1,1,0,19.86959869,84.68066504
1,1,0,1,13.86724873,86.7958774
0,1,1,0,13.73660792,94.913111
0,1,0,1,10.2962658,77.58650644
0,1,0,1,17.35845817,95.76250596
1,0,1,1,19.93669524,81.57408986
0,1,0,1,15.5808974,85.95697376
1,0,0,0,12.25000756,81.9938795
1,1,0,0,1.579096539,67.64932696
0,0,1,1,14.53478263,83.9990542
0,0,1,1,14.17123137,94.80525187
1,1,1,0,15.51136296,77.47688387
0,1,0,0,2.491107768,74.08146532
1,0,0,1,13.07465,91.96659354
0,1,0,1,5.914478099,73.05505138
0,1,0,1,15.20542487,83.33853331
0,0,1,1,4.807479081,82.96385584
1,0,0,1,13.67957354,90.01504633
0,0,0,0,5.89985894,92.73379512
1,1,0,1,0.179885856,65.62785869
1,1,1,0,12.66715824,85.92576106
1,1,0,1,2.265381663,59.39760243
1,1,1,0,13.18582946,90.15024716
0,0,1,1,18.51218897,102.8097054
1,1,0,0,19.38491868,84.07588725
1,0,0,0,4.718461747,69.03678955
0,1,0,1,16.18506455,84.07846972
1,1,0,1,7.071065537,78.61284726
0,0,1,0,18.00914145,87.19319261
1,1,1,0,15.74979137,87.59377987
0,1,1,0,1.478434333,66.76361285
1,0,1,1,8.142739878,85.32144124
0,1,1,0,6.74635652,70.89786884
1,0,1,1,15.70362041,86.61329574
1,0,1,1,8.205714213,70.9145917
0,0,1,1,13.69176795,79.27680922
0,0,1,1,12.04870511,88.22151813
0,1,1,1,19.51277438,93.87259964
0,1,0,1,18.75569914,100.8908125
1,1,0,0,8.553990295,66.02688166
1,0,0,0,14.47156423,91.62023424
0,1,1,1,16.58920188,78.67284749
1,1,0,0,17.97771508,96.40267798
0,1,1,0,1.362685276,61.58400396
0,1,1,1,6.041575985,61.95305352
1,0,0,0,6.404600819,71.53484779
1,0,1,1,8.688919024,62.75134746
1,1,0,1,3.385295014,73.36377684
1,0,1,1,9.924117599,89.47069071
1,1,1,1,13.26428655,65.34718235
1,1,0,0,9.947278404,64.10973678
1,1,0,0,13.3158619,95.25837815
0,0,0,1,1.328832636,73.7084716
0,1,0,0,17.51974663,96.77938039
0,0,0,1,18.78138384,79.75496052
0,0,0,1,12.35814848,95.99306864
0,1,1,0,17.62781997,90.39732659
1,0,1,0,2.628920333,79.88164909
0,0,1,1,15.9489784,74.59946094
0,1,1,0,2.382963869,78.54197572
0,0,0,1,8.16020463,85.68289713
0,0,1,1,6.476370691,77.38700878
0,1,1,0,11.7118365,69.91042653
0,1,0,1,6.030290705,78.64915387
0,0,1,0,12.74627259,85.34743006
1,1,0,1,7.347745783,70.91488862
1,1,0,1,17.21580762,87.09383005
0,0,0,1,12.6776768,92.77849092
1,0,1,1,4.305965946,62.65647282
1,1,0,1,6.722588441,66.1767049
1,0,1,0,16.94841775,80.96182001
1,1,1,1,7.729595,81.09576899
0,1,1,0,10.71598131,88.54264907
1,0,0,0,12.97883872,77.42622778
1,0,0,0,6.956192992,87.98453186
1,1,0,1,5.879572615,74.87396096
0,1,1,0,9.505098052,71.67883383
0,1,1,0,4.297619442,81.30954805
0,1,0,0,5.684211738,64.92440586
0,0,1,1,1.241569681,62.51937184
0,1,0,1,6.079405519,87.37807094
0,0,0,1,6.414081867,77.75630467
0,0,1,1,19.23666333,78.39225506
1,1,1,0,11.79457651,90.7230738
1,0,0,1,15.74764851,88.6482957
1,0,1,0,0.907545056,72.55043904
0,1,0,1,2.130733872,63.46380757
0,0,0,0,16.29073922,88.88810138
0,0,1,1,12.47099099,92.27455274
0,1,0,1,3.819640611,73.11272555
0,1,1,1,8.095908117,61.28985992
1,1,0,1,10.77345,71.68542249
1,1,1,0,16.87219658,85.30967235
0,1,1,1,1.208239834,53.11662611
0,1,0,1,11.93444579,72.13295286
0,1,1,1,14.34071843,69.46093945
0,0,1,0,19.55783716,97.31240407
1,0,0,1,16.14320157,82.27760797
0,1,1,1,5.524546271,67.15376252
0,0,0,0,14.19158388,77.32267538
0,0,1,0,15.2655577,90.22993121
0,1,0,0,14.59471,93.73907075
1,0,0,1,16.40288136,94.38201904
0,1,0,0,18.07459952,93.27137797
0,0,0,1,1.96859738,73.46461594
1,1,1,0,2.095277154,68.35329621
1,0,0,1,15.92799978,85.58429536
1,0,1,0,5.04744953,70.04757224
0,0,0,0,1.170828439,62.77987896
0,1,1,0,8.02458362,67.75456877
1,0,0,1,16.39753824,80.10896833
1,0,1,0,2.531300476,73.78055297
1,1,1,1,13.43683944,85.84861323
1,1,0,0,0.072317235,60.57295613
1,0,0,0,2.194748944,78.2768707
1,0,0,0,7.017006915,86.1607506
0,0,1,1,1.67204562,69.0392462
0,0,1,1,16.91803335,86.99937314
0,1,1,1,17.28141006,69.76363508
1,0,1,0,15.11141406,75.45584786
1,0,0,1,4.849592628,63.44214713
1,1,0,1,10.4649415,71.92425455
1,0,0,0,3.68377051,84.54748977
1,0,0,0,5.625569001,66.08524539
1,0,1,1,10.32010584,77.12610591
0,1,1,1,14.70027617,92.79639286
0,1,0,0,1.893087608,76.25634733
1,0,1,1,5.933933953,70.38828092
0,0,0,0,18.53242697,90.90379452
1,1,1,0,8.582466356,78.53803212
0,0,1,1,18.77739348,86.32510084
1,0,1,1,19.82801083,91.7775905
1,1,1,0,10.53319652,78.32095908
0,1,1,1,5.760880196,75.49280902
0,1,1,0,15.81553617,95.61141057
1,0,0,1,3.186214711,78.94915536
1,0,1,0,5.040937193,77.27618179
0,0,0,1,15.69759819,87.36809565
0,0,0,1,8.672918495,87.4720617
1,1,0,0,4.03075874,81.53482199
0,0,0,1,13.0225149,74.90294626
1,0,0,0,14.65523723,91.98397716
1,1,0,1,2.501424789,61.33156833
1,1,1,1,5.539605199,66.01732963
1,0,1,1,4.425535107,65.14007442
0,1,1,1,7.597092575,70.77135576
0,1,0,0,15.26889791,94.38342812
0,0,0,0,14.27416205,83.899984
0,0,0,1,13.25047821,74.6629539
0,0,1,0,0.125710917,62.0492172
0,0,1,0,2.842866268,71.17096103
0,1,1,1,4.465950982,67.66918951
1,1,0,0,5.439116921,73.76711224
0,0,0,0,2.928530833,79.27308961
0,0,0,1,8.206311029,88.77677711
1,1,1,1,1.5036117,54.9919496
0,0,0,1,15.00044381,95.2620572
0,0,0,1,15.75441575,73.65721528
1,0,0,0,11.48533379,79.25627302
0,0,0,1,1.794097541,86.17565678
0,1,1,0,17.80166339,78.9969081
0,0,1,0,19.31271657,81.32318219
1,1,0,1,4.047271206,64.06657044
0,0,0,0,14.09279639,99.40940927
0,0,1,0,16.83877261,78.29160986
1,1,1,0,10.79687045,68.52471188
0,0,0,1,6.466461991,80.40431876
1,1,1,0,9.571174302,69.77090465
1,0,1,1,10.24537502,65.04108421
0,0,0,1,8.012740884,67.32251843
1,0,1,0,18.59684987,87.62166454
1,0,1,0,14.87766222,89.11041773
0,0,1,1,4.826032845,78.98697933
1,1,1,1,11.71114375,67.93414955
1,1,0,1,13.77378302,82.36982749
0,0,1,1,2.803128434,65.87838647
0,0,1,1,7.168514848,73.17943184
0,1,0,0,18.11096563,85.75377833
1,1,1,1,11.343462,82.83458311
0,0,0,0,4.339954921,89.22207698
1,0,0,1,2.455695962,69.59869354
1,1,1,0,10.36453787,85.86695872
1,0,1,1,10.95371446,86.8679853
1,1,1,0,6.688289027,81.83194734
1,0,1,0,12.60832057,90.48572316
1,1,1,1,1.373693724,52.98851761
1,1,0,0,2.902793865,62.97966042
0,0,1,1,10.92547642,83.7790244
0,1,0,1,1.236313877,65.404026
1,0,1,0,17.6181753,86.26643034
1,0,0,0,2.842927409,70.95359796
0,0,1,1,13.47839748,89.06002649
1,0,1,1,7.824068834,84.06878589
0,1,1,1,7.995754951,87.3244328
0,0,1,0,15.29779057,87.01807396
0,0,1,0,9.989242683,79.7447141
1,0,0,1,14.51310927,85.99022871
1,0,1,0,10.10382458,81.80446734
0,1,1,0,11.85810683,88.13802565
0,0,1,0,15.21429256,76.32694574
0,1,0,1,12.14617486,73.58612844
0,1,1,1,12.31230219,91.04602083
0,1,0,0,15.78439183,96.29624029
1,0,1,0,18.98173632,96.57838813
0,0,0,1,7.534323079,89.11183666
1,0,1,0,11.54234314,75.61186384
0,0,1,1,1.725463155,64.78180741
1,1,0,1,7.176077611,85.01730339
1,1,1,1,8.240984518,82.48883919
1,0,0,1,16.70474634,93.98555599
1,0,1,1,10.26784804,73.56261485
1,0,1,1,14.62132747,85.80198814
1,0,0,1,0.380148001,73.63713436
0,0,1,0,9.289853393,78.55640679
1,0,0,1,18.0263533,88.01748688
0,0,0,0,4.486278186,77.66276952
1,1,1,0,0.630443706,68.70648139
1,1,1,0,8.668174674,83.72857616
0,1,1,1,14.08863641,75.07475683
1,1,0,0,9.089270137,73.67870618
0,0,0,1,9.19956627,90.40140316
0,0,1,1,13.39610082,76.7085377
0,0,0,0,5.087776166,82.58214545
0,0,0,0,15.03779583,96.50707794
1,0,0,0,3.062270618,82.84737504
1,1,0,0,7.915012106,72.50210704
0,0,1,1,13.12016217,71.51523475
1,1,1,0,16.56738014,73.67155447
1,0,1,0,15.83062142,86.04384257
0,1,0,0,14.43371199,83.66944876
1,0,0,0,7.181927671,75.71419666
0,1,0,0,2.446086326,63.86481868
0,0,0,1,4.336684354,79.6409369
1,0,1,1,17.29667629,86.78289779
1,0,0,1,17.1466274,85.23929321
1,0,0,0,19.03121705,82.84078484
0,1,1,0,1.519773038,76.60375401
0,0,1,1,10.73618171,82.07464652
1,1,1,1,12.9736609,73.23823498
1,0,0,1,14.21314754,72.17448122
1,1,0,1,12.8772647,69.70709019
1,0,0,0,15.4002278,84.76930261
0,0,0,0,7.189431526,73.75750795
1,1,0,0,3.588655443,73.61042093
0,0,0,1,4.091667443,88.05650228
0,0,1,1,0.239573789,54.08850067
1,1,0,1,7.006437442,63.82027386
1,0,1,0,1.834881018,71.1973753
1,1,1,0,6.429773856,82.11015207
0,0,1,1,12.56420154,77.76754577
1,1,0,0,17.88956111,79.12945376
1,1,0,1,16.79210902,82.62777959
0,1,1,1,5.053484239,82.11781392
1,1,0,1,2.681662844,54.7752489
0,0,0,0,3.861445476,78.24747956
1,0,1,1,19.41973304,94.9179359
0,1,0,1,10.98948959,82.81848684
1,0,0,0,3.65004446,73.60018924
1,0,0,1,16.81492309,89.95760208
0,0,0,1,7.903824886,82.38336946
0,1,1,0,17.98444304,93.23893478
1,0,1,1,5.213542537,62.25516072
0,0,0,1,7.864435176,78.37633298
0,1,0,1,10.09895526,69.61142453
0,0,0,0,17.85230668,102.1359975
0,1,1,1,17.37514863,80.1608242
1,1,0,1,11.48710141,69.30391487
1,1,0,1,4.435510196,68.19854697
0,0,1,0,8.067139435,90.86253236
0,0,0,0,19.51266131,102.5650611
0,1,1,0,12.15546448,84.16051616
0,1,0,1,15.6219551,86.08786386
1,1,1,0,8.997293907,86.65426391
1,1,0,1,10.64014551,89.06537095
0,1,0,0,8.579082245,71.76067275
0,1,1,0,14.05841996,81.25318344
0,0,1,0,17.02942028,97.93736275
1,1,1,0,10.14727086,73.79525947
0,1,1,1,9.617349173,75.59315289
1,1,1,0,6.805729342,72.39193072
0,0,0,1,3.541933886,76.10572378
1,0,1,1,18.78495446,77.3964821
0,0,1,1,6.321594374,62.63749887
1,0,1,0,16.01382927,95.02642703
0,1,1,0,14.30694043,73.84907874
0,0,0,1,15.81835201,97.14291054
0,1,0,0,18.73536267,86.52376655
1,1,0,1,12.4674152,81.32546701
0,1,0,0,17.95900687,93.71376187
1,1,0,0,3.353946458,67.82025588
1,1,1,1,12.53425152,63.54498672
0,1,0,0,15.44551226,78.06539863
0,0,0,1,5.432822615,68.44316269
0,0,1,1,14.81507603,88.79606101
1,0,1,0,15.56953658,92.87129123
0,0,0,0,16.62375912,89.87862893
1,0,0,0,6.257658252,77.17533817
1,1,1,1,13.6321318,78.44052731
0,0,0,0,6.085065668,71.21767231
0,0,1,0,14.78080775,87.22549145
0,0,1,0,9.259473303,75.77539839
0,1,0,0,11.95088749,81.24100107
0,1,0,1,8.316799629,78.18867308
0,1,0,0,3.239658539,65.43445179
1,0,1,1,3.560590592,61.58024182
1,0,1,0,1.551378145,65.25011735
1,0,0,0,12.36145359,84.45026732
0,0,0,0,16.97276796,83.6669762
1,0,0,1,0.416736525,68.21414719
1,1,1,1,1.324790042,71.58155342
1,0,1,0,9.149339846,84.5505363
1,1,1,1,14.75441472,81.80530028
1,0,0,1,3.154152894,70.12336758
0,1,1,0,5.433026391,71.56786162
0,1,1,0,4.640124026,80.48244208
1,1,0,0,7.981024373,86.7789429
1,1,1,0,4.49997354,64.48867474
1,0,0,0,7.051973571,80.70957123
0,0,1,0,14.57085197,92.04998095
0,0,0,1,12.22018497,82.43897244
1,1,0,0,1.623634108,62.84149977
0,0,1,0,12.75491332,88.87083158
0,0,0,0,9.541543431,84.85230806
1,0,1,0,18.69131149,81.94587249
0,0,0,1,5.786086342,70.43109604
0,1,0,1,14.52332839,92.84156843
1,1,0,1,14.61721646,91.93531252
0,0,1,0,4.43001562,67.14502317
0,0,0,0,18.0644725,98.8684517
1,0,0,1,9.823664009,72.47804242
0,1,1,1,13.57766734,82.75097365
0,1,0,0,2.917111178,82.31683462
1,1,0,0,5.15607834,69.20320103
1,0,0,0,11.72214236,81.74448691
1,1,0,0,6.380545367,82.12886654
0,1,1,0,9.993858371,86.39282773
1,1,0,1,7.480103987,69.19618842
0,1,0,0,12.81107593,94.874663
1,1,1,1,9.742907256,86.73529278
0,0,0,0,0.092198719,82.18721177
1,0,0,1,12.99361676,81.87379801
1,0,1,1,8.442431141,58.47227855
1,0,1,1,6.83396681,76.3687687
1,1,1,0,1.882935046,73.36111634
0,0,1,0,4.407393811,69.51199892
1,0,0,0,4.475445832,66.07721776
1,0,1,1,18.70738999,82.93322576
0,1,0,1,8.650259495,66.61914481
1,0,1,0,0.841316944,76.86112047
0,1,0,1,2.776333645,68.0237998
1,1,1,1,1.580653515,71.9772379
1,1,1,1,11.7773878,72.87684443
1,0,0,1,3.732429831,82.16271208
0,1,1,0,9.971152806,79.17821927
1,0,1,1,7.401241257,63.28449579
1,0,1,0,16.07752754,94.17650441
1,0,0,1,6.409792745,73.46937141
0,1,1,1,9.165309648,75.66313385
0,1,1,0,14.42571097,94.0896623
1,0,0,1,8.667024139,76.89525719
0,1,0,0,15.86431072,96.99768579
1,1,1,0,13.23368712,74.84514831
1,1,0,0,8.210582279,81.49285391
1,0,0,0,10.07963851,71.3179412
1,1,0,0,19.34406912,101.2194207
1,1,1,0,13.23222993,78.90724061
1,0,1,0,18.09990452,79.51745626
1,1,0,1,3.575170069,65.94097074
0,0,1,0,9.664723125,89.83112026
0,1,0,1,18.1732334,82.16104644
0,1,1,1,6.452241229,63.18277147
0,1,0,1,19.35328396,95.60217411
0,1,1,0,1.941549809,80.1827434
0,1,0,0,18.05342341,96.29723612
0,1,1,1,8.904242441,66.21069195
1,0,1,0,1.474883303,78.12192501
1,1,0,1,17.59043185,82.18968547
1,1,1,1,5.038804248,79.72626793
1,1,1,1,0.44500251,66.01329273
0,0,1,0,2.716142111,75.96192662
0,0,1,1,13.18229484,82.29210572
1,0,1,0,19.55622978,94.46680224
1,1,1,1,2.229242792,65.20316523
0,1,1,0,9.238960962,75.33125136
1,0,1,1,3.612731019,74.58881532
1,0,0,0,14.90073068,77.08619185
1,0,1,1,2.361177995,56.35431061
1,1,0,0,4.79683497,68.14151697
0,0,1,0,3.928119353,74.95745878
1,1,0,0,11.05039561,75.43021666
1,1,1,1,17.46368184,79.33040753
0,1,0,1,10.22180402,91.57698136
0,0,0,1,1.164869055,65.55712732
1,1,1,0,11.26777861,68.52993525
0,0,0,0,15.95041999,101.8414857
1,0,1,1,2.643123946,78.21360575
1,0,1,1,1.454224287,70.07718558
0,0,0,0,3.756155551,65.7357834
1,1,1,1,14.92172646,69.59576807
1,1,0,0,11.83360839,90.70455544
1,1,0,0,10.81189308,92.67025294
1,1,1,0,4.989597893,80.83337248
0,0,1,1,6.644731905,84.2465535
0,0,1,0,19.31770026,86.3583774
1,0,1,1,4.812504535,71.23272098
0,0,1,0,18.03290847,92.67446657
1,1,0,1,11.61063009,85.17309192
1,0,0,1,2.465929327,67.94212761
1,1,1,0,9.346247563,74.18136953
1,0,1,0,18.97097435,91.40248873
1,0,1,0,8.371311963,77.04005978
0,0,0,0,17.2677313,80.17463679
1,0,0,1,5.128573893,62.10866708
0,1,0,1,11.41844304,66.19196968
0,1,1,1,16.87704116,80.91358752
1,1,1,1,18.41376882,89.6791646
1,1,0,1,9.716467343,72.06464824
1,0,1,0,12.79376204,70.2771625
1,0,1,0,0.059602616,73.95646164
1,1,0,1,5.06446615,80.83477481
0,1,0,0,5.574242075,69.05112013
1,0,1,0,1.869860233,56.27736486
1,0,0,0,5.593900267,72.49407868
0,1,1,0,6.422440661,68.68077229
0,1,0,0,19.37532079,96.92300805
1,1,0,0,13.37204761,83.78717231
0,0,1,1,8.520101588,78.96947224
1,1,1,0,19.76108921,80.45716424
0,1,0,0,3.064646405,70.27741566
0,1,1,1,9.521023879,86.45703412
1,1,0,1,12.94124414,73.27311618
0,1,1,1,1.11161269,67.66446845
0,0,0,0,14.33997716,77.54565808
0,1,0,1,1.997347058,57.21080055
0,0,0,0,2.805646172,73.59122568
0,1,1,1,3.193790249,66.92439609
0,1,0,0,18.57779653,87.56778423
1,1,0,0,13.6647109,73.97224202
1,0,0,1,13.10855002,86.29381963
0,0,0,0,11.10986993,78.14163357
1,0,1,0,5.856119974,78.36980719
1,1,1,0,12.41779409,91.53551575
1,1,0,0,8.202994398,77.20661826
0,0,0,1,2.908323002,75.9747166
1,0,1,1,13.79194581,80.9630221
0,1,0,1,2.591643359,61.72894557
1,0,1,0,3.81337162,82.60693857
0,1,0,1,16.35398624,85.80106468
0,0,1,1,13.20234192,89.81754208
1,0,0,0,12.61982308,87.3139035
1,0,1,1,8.364055687,75.24322407
0,1,1,1,7.925610365,78.18875869
1,1,1,1,13.80525218,68.77840114
1,0,0,0,14.80011077,85.09959995
1,1,1,1,10.20426405,78.92749255
0,1,1,1,19.38538489,93.99672683
0,1,0,1,19.11399118,92.41120325
1,1,0,0,8.2485898,83.54884343
1,0,0,0,16.41244509,79.3237727
1,1,0,1,10.86535683,67.33833056
0,1,1,1,10.23511775,79.63030332
0,0,0,1,1.099281228,62.70330384
1,1,0,0,11.47949421,73.95293145
1,1,0,0,18.01155861,94.66254113
1,1,0,1,15.60267698,70.93409586
1,0,0,1,15.72634289,77.44077304
1,0,0,0,3.198580772,72.20930361
1,1,0,0,7.168988943,82.38030169
0,1,1,1,4.664098333,65.5774764
1,0,1,0,6.318305649,68.03416726
0,0,1,1,11.59078687,80.27258896
1,0,1,1,7.295676267,85.36302506
1,1,1,0,11.21395635,81.30831837
0,1,0,1,8.770024965,78.83277896
0,0,0,1,5.732311169,67.04937468
0,1,0,1,1.908068684,73.76240635
0,1,0,1,17.83676915,77.65408153
1,1,1,1,0.22746732,69.80359434
0,1,1,1,0.033049763,71.26510886
1,1,0,1,16.5359548,86.37145372
0,1,0,0,19.93621881,86.33227251
1,1,1,0,14.54205655,90.92747924
1,0,1,1,0.305476761,51.17162957
